bigram,frequency,probability,language
lž,1,2e-08,fr
nė,1,2e-08,fr
çɟ,1,2e-08,fr
ɟʝ,1,2e-08,fr
ʝà,1,2e-08,fr
kú,1,2e-08,fr
òò,1,2e-08,fr
úf,1,2e-08,fr
qú,1,2e-08,fr
gý,1,2e-08,fr
yæ,1,2e-08,fr
hæ,1,2e-08,fr
hḥ,1,2e-08,fr
ḥj,1,2e-08,fr
ḥm,1,2e-08,fr
ḥn,1,2e-08,fr
éḥ,1,2e-08,fr
tḥ,1,2e-08,fr
ḥp,1,2e-08,fr
yễ,1,2e-08,fr
ễn,1,2e-08,fr
hữ,1,2e-08,fr
ữu,1,2e-08,fr
gż,1,2e-08,fr
łm,1,2e-08,fr
uå,1,2e-08,fr
qê,1,2e-08,fr
œv,1,2e-08,fr
eť,1,2e-08,fr
ťb,1,2e-08,fr
nť,1,2e-08,fr
ťa,1,2e-08,fr
ﬂl,1,2e-08,fr
yß,1,2e-08,fr
tß,1,2e-08,fr
şs,1,2e-08,fr
gė,1,2e-08,fr
ėe,1,2e-08,fr
eư,1,2e-08,fr
ưu,1,2e-08,fr
úh,1,2e-08,fr
đố,1,2e-08,fr
ńh,1,2e-08,fr
ńo,1,2e-08,fr
ńd,1,2e-08,fr
ńy,1,2e-08,fr
ńv,1,2e-08,fr
mń,1,2e-08,fr
çń,1,2e-08,fr
ţđ,1,2e-08,fr
oı,1,2e-08,fr
ıđ,1,2e-08,fr
ıţ,1,2e-08,fr
àţ,1,2e-08,fr
ţo,1,2e-08,fr
oţ,1,2e-08,fr
aｌ,1,2e-08,fr
xᵉ,1,2e-08,fr
ᵉs,1,2e-08,fr
kõ,1,2e-08,fr
ùz,1,2e-08,fr
nğ,1,2e-08,fr
áí,1,2e-08,fr
uú,1,2e-08,fr
bý,1,2e-08,fr
rở,1,2e-08,fr
ởt,1,2e-08,fr
uý,1,2e-08,fr
sᵉ,1,2e-08,fr
ᵉa,1,2e-08,fr
uþ,1,2e-08,fr
þl,1,2e-08,fr
əʊ,1,2e-08,fr
ʊb,1,2e-08,fr
əf,1,2e-08,fr
ʃɛ,1,2e-08,fr
əw,1,2e-08,fr
wɛ,1,2e-08,fr
əd,1,2e-08,fr
dɪ,1,2e-08,fr
ɪs,1,2e-08,fr
pɛ,1,2e-08,fr
əl,1,2e-08,fr
zʊ,1,2e-08,fr
əs,1,2e-08,fr
ʃʊ,1,2e-08,fr
əp,1,2e-08,fr
pʊ,1,2e-08,fr
tʊ,1,2e-08,fr
mə,1,2e-08,fr
əʧ,1,2e-08,fr
ʧʊ,1,2e-08,fr
sɔ,1,2e-08,fr
ɔc,1,2e-08,fr
tɪ,1,2e-08,fr
ɪc,1,2e-08,fr
eŋ,1,2e-08,fr
áê,1,2e-08,fr
óy,1,2e-08,fr
yõ,1,2e-08,fr
õs,1,2e-08,fr
čá,1,2e-08,fr
kž,1,2e-08,fr
eř,1,2e-08,fr
ęg,1,2e-08,fr
oŧ,1,2e-08,fr
ŧf,1,2e-08,fr
tÿ,1,2e-08,fr
şg,1,2e-08,fr
úô,1,2e-08,fr
hể,1,2e-08,fr
ểg,1,2e-08,fr
gọ,1,2e-08,fr
ọi,1,2e-08,fr
nſ,1,2e-08,fr
ſè,1,2e-08,fr
sľ,1,2e-08,fr
ľa,1,2e-08,fr
ēk,1,2e-08,fr
ăš,1,2e-08,fr
mš,1,2e-08,fr
čd,1,2e-08,fr
nƀ,1,2e-08,fr
ƀi,1,2e-08,fr
rű,1,2e-08,fr
űm,1,2e-08,fr
ği,1,2e-08,fr
ôx,1,2e-08,fr
ªa,1,2e-08,fr
ëw,1,2e-08,fr
ìh,1,2e-08,fr
tę,1,2e-08,fr
äö,1,2e-08,fr
ɛʒ,1,2e-08,fr
ʒɑ,1,2e-08,fr
ɑd,1,2e-08,fr
ʁj,1,2e-08,fr
jɛ,1,2e-08,fr
sɥ,1,2e-08,fr
ɥœ,1,2e-08,fr
íé,1,2e-08,fr
ňv,1,2e-08,fr
țd,1,2e-08,fr
iɛ,1,2e-08,fr
ɛx,1,2e-08,fr
ɛf,1,2e-08,fr
xɛ,1,2e-08,fr
ɛt,1,2e-08,fr
ōw,1,2e-08,fr
ūi,1,2e-08,fr
ìf,1,2e-08,fr
ºq,1,2e-08,fr
ôè,1,2e-08,fr
ʃn,1,2e-08,fr
āq,1,2e-08,fr
lġ,1,2e-08,fr
ġa,1,2e-08,fr
xā,1,2e-08,fr
uᵌ,1,2e-08,fr
īf,1,2e-08,fr
ṣi,1,2e-08,fr
aᵌ,1,2e-08,fr
ᵌf,1,2e-08,fr
sṣ,1,2e-08,fr
eā,1,2e-08,fr
iᵌ,1,2e-08,fr
ᵌi,1,2e-08,fr
aõ,1,2e-08,fr
õp,1,2e-08,fr
ởp,1,2e-08,fr
ởe,1,2e-08,fr
ịt,1,2e-08,fr
òx,1,2e-08,fr
ởq,1,2e-08,fr
ởa,1,2e-08,fr
ìx,1,2e-08,fr
lł,1,2e-08,fr
kū,1,2e-08,fr
ūk,1,2e-08,fr
aħ,1,2e-08,fr
çú,1,2e-08,fr
dò,1,2e-08,fr
óé,1,2e-08,fr
lɑ,1,2e-08,fr
ɑg,1,2e-08,fr
dɔ,1,2e-08,fr
ɔk,1,2e-08,fr
kʀ,1,2e-08,fr
ʀu,1,2e-08,fr
ėi,1,2e-08,fr
uÿ,1,2e-08,fr
ůk,1,2e-08,fr
tů,1,2e-08,fr
ův,1,2e-08,fr
vč,1,2e-08,fr
óh,1,2e-08,fr
ðá,1,2e-08,fr
ðþ,1,2e-08,fr
þá,1,2e-08,fr
ðm,1,2e-08,fr
ðb,1,2e-08,fr
hĩ,1,2e-08,fr
ĩa,1,2e-08,fr
cấ,1,2e-08,fr
ấu,1,2e-08,fr
vị,1,2e-08,fr
ạe,1,2e-08,fr
ếh,1,2e-08,fr
ếe,1,2e-08,fr
mụ,1,2e-08,fr
ụd,1,2e-08,fr
ựđ,1,2e-08,fr
đứ,1,2e-08,fr
ức,1,2e-08,fr
ườ,1,2e-08,fr
ờn,1,2e-08,fr
iề,1,2e-08,fr
żm,1,2e-08,fr
fº,1,2e-08,fr
bả,1,2e-08,fr
ảo,1,2e-08,fr
pū,1,2e-08,fr
ªá,1,2e-08,fr
ɔd,1,2e-08,fr
dʁ,1,2e-08,fr
lʌ,1,2e-08,fr
ʌn,1,2e-08,fr
hë,1,2e-08,fr
ęk,1,2e-08,fr
ćw,1,2e-08,fr
ƒt,1,2e-08,fr
ƒs,1,2e-08,fr
zò,1,2e-08,fr
ēo,1,2e-08,fr
eĝ,1,2e-08,fr
ĝo,1,2e-08,fr
jē,1,2e-08,fr
ēž,1,2e-08,fr
áy,1,2e-08,fr
oó,1,2e-08,fr
ěf,1,2e-08,fr
óî,1,2e-08,fr
vę,1,2e-08,fr
ęr,1,2e-08,fr
xö,1,2e-08,fr
íñ,1,2e-08,fr
gæ,1,2e-08,fr
bʀ,1,2e-08,fr
îö,1,2e-08,fr
ǿu,1,2e-08,fr
ćo,1,2e-08,fr
ođ,1,2e-08,fr
ăh,1,2e-08,fr
sź,1,2e-08,fr
źr,1,2e-08,fr
xǩ,1,2e-08,fr
ǩt,1,2e-08,fr
jò,1,2e-08,fr
tɕ,1,2e-08,fr
ɕi,1,2e-08,fr
aĺ,1,2e-08,fr
iŝ,1,2e-08,fr
ŝa,1,2e-08,fr
rʔ,1,2e-08,fr
aʃ,1,2e-08,fr
aʔ,1,2e-08,fr
vɔ,1,2e-08,fr
dʒ,1,2e-08,fr
ʒe,1,2e-08,fr
aʨ,1,2e-08,fr
ʨs,1,2e-08,fr
rɔ,1,2e-08,fr
ɔp,1,2e-08,fr
əʃ,1,2e-08,fr
və,1,2e-08,fr
ʲs,1,2e-08,fr
ʃʲ,1,2e-08,fr
ʲa,1,2e-08,fr
ʲd,1,2e-08,fr
źz,1,2e-08,fr
bı,1,2e-08,fr
iõ,1,2e-08,fr
ői,1,2e-08,fr
őt,1,2e-08,fr
xó,1,2e-08,fr
čm,1,2e-08,fr
ėn,1,2e-08,fr
mű,1,2e-08,fr
űv,1,2e-08,fr
eẖ,1,2e-08,fr
ẖe,1,2e-08,fr
kł,1,2e-08,fr
ąg,1,2e-08,fr
kę,1,2e-08,fr
źi,1,2e-08,fr
iș,1,2e-08,fr
vă,1,2e-08,fr
uă,1,2e-08,fr
ţa,1,2e-08,fr
oș,1,2e-08,fr
ūh,1,2e-08,fr
íw,1,2e-08,fr
cž,1,2e-08,fr
aʁ,1,2e-08,fr
ʁk,1,2e-08,fr
ɔz,1,2e-08,fr
êš,1,2e-08,fr
šë,1,2e-08,fr
êƒ,1,2e-08,fr
tň,1,2e-08,fr
rň,1,2e-08,fr
mĵ,1,2e-08,fr
ĵĕ,1,2e-08,fr
ĕť,1,2e-08,fr
ťá,1,2e-08,fr
áĩ,1,2e-08,fr
ĩĕ,1,2e-08,fr
ĕs,1,2e-08,fr
eʖ,1,2e-08,fr
ʖu,1,2e-08,fr
aʖ,1,2e-08,fr
ʖd,1,2e-08,fr
éń,1,2e-08,fr
ńa,1,2e-08,fr
zđ,1,2e-08,fr
đé,1,2e-08,fr
ðr,1,2e-08,fr
àü,1,2e-08,fr
lč,1,2e-08,fr
dş,1,2e-08,fr
şə,1,2e-08,fr
īs,1,2e-08,fr
iī,1,2e-08,fr
īg,1,2e-08,fr
fù,1,2e-08,fr
oŕ,1,2e-08,fr
ŕp,1,2e-08,fr
eｃ,1,2e-08,fr
ｈａ,1,2e-08,fr
ａｒ,1,2e-08,fr
ｒｌ,1,2e-08,fr
ｌｅ,1,2e-08,fr
ｅｓ,1,2e-08,fr
ｓｂ,1,2e-08,fr
ｂａ,1,2e-08,fr
ａｕ,1,2e-08,fr
ｕｄ,1,2e-08,fr
ｄｅ,1,2e-08,fr
ｅｌ,1,2e-08,fr
ｌａ,1,2e-08,fr
ａｉ,1,2e-08,fr
ｒｅ,1,2e-08,fr
ｅi,1,2e-08,fr
fò,1,2e-08,fr
eᵀ,1,2e-08,fr
ᵀᴴ,1,2e-08,fr
ᴴᴱ,1,2e-08,fr
ᴱᴼ,1,2e-08,fr
ᴼᴿ,1,2e-08,fr
ᴿᴵ,1,2e-08,fr
ᴵᴳ,1,2e-08,fr
ᴳᴵ,1,2e-08,fr
ᴵᴻ,1,2e-08,fr
ᴻᴬ,1,2e-08,fr
ᴬᴸ,1,2e-08,fr
ᴸj,1,2e-08,fr
lÿ,1,2e-08,fr
ûè,1,2e-08,fr
àã,1,2e-08,fr
wã,1,2e-08,fr
oᴾ,1,2e-08,fr
ᴾᴱ,1,2e-08,fr
ᴱᴰ,1,2e-08,fr
ᴰᴼ,1,2e-08,fr
ᴺᴼ,1,2e-08,fr
ᴼᴼ,1,2e-08,fr
ᴺᴬ,1,2e-08,fr
ᴬc,1,2e-08,fr
kï,1,2e-08,fr
tɔ,1,2e-08,fr
eʀ,1,2e-08,fr
ʀe,1,2e-08,fr
ﬁx,1,2e-08,fr
ćà,1,2e-08,fr
čo,1,2e-08,fr
jš,1,2e-08,fr
åz,1,2e-08,fr
zï,1,2e-08,fr
œw,1,2e-08,fr
őp,1,2e-08,fr
nő,1,2e-08,fr
őh,1,2e-08,fr
ﬁh,1,2e-08,fr
ﬁr,1,2e-08,fr
ﬂm,1,2e-08,fr
çî,1,2e-08,fr
ﬂê,1,2e-08,fr
vù,1,2e-08,fr
ﬂi,1,2e-08,fr
xÿ,1,2e-08,fr
ﬁê,1,2e-08,fr
hǎ,1,2e-08,fr
ǎi,1,2e-08,fr
xī,1,2e-08,fr
ūq,1,2e-08,fr
ćb,1,2e-08,fr
śh,1,2e-08,fr
pʰ,1,2e-08,fr
ʰa,1,2e-08,fr
tố,1,2e-08,fr
đó,1,2e-08,fr
cử,1,2e-08,fr
ửa,1,2e-08,fr
ÿš,1,2e-08,fr
ÿª,1,2e-08,fr
ÿo,1,2e-08,fr
əe,1,2e-08,fr
vß,1,2e-08,fr
vʔ,1,2e-08,fr
ʔt,1,2e-08,fr
jñ,1,2e-08,fr
ñɲ,1,2e-08,fr
ɲg,1,2e-08,fr
ʃr,1,2e-08,fr
rɾ,1,2e-08,fr
ɾe,1,2e-08,fr
āa,1,2e-08,fr
tʖ,1,2e-08,fr
ʖm,1,2e-08,fr
äî,1,2e-08,fr
xë,1,2e-08,fr
îà,1,2e-08,fr
ôû,1,2e-08,fr
ûï,1,2e-08,fr
æë,1,2e-08,fr
pë,1,2e-08,fr
ãk,1,2e-08,fr
ƭn,1,2e-08,fr
ƭa,1,2e-08,fr
ûw,1,2e-08,fr
îš,1,2e-08,fr
šî,1,2e-08,fr
òk,1,2e-08,fr
òo,1,2e-08,fr
ñî,1,2e-08,fr
èÿ,1,2e-08,fr
ÿê,1,2e-08,fr
îí,1,2e-08,fr
êó,1,2e-08,fr
óð,1,2e-08,fr
íö,1,2e-08,fr
àð,1,2e-08,fr
ûí,1,2e-08,fr
êå,1,2e-08,fr
ìî,1,2e-08,fr
îæ,1,2e-08,fr
òê,1,2e-08,fr
ïë,1,2e-08,fr
åê,1,2e-08,fr
êñ,1,2e-08,fr
àë,1,2e-08,fr
üï,1,2e-08,fr
îå,1,2e-08,fr
íû,1,2e-08,fr
áà,1,2e-08,fr
çå,1,2e-08,fr
èæ,1,2e-08,fr
æí,1,2e-08,fr
ñê,1,2e-08,fr
ðó,1,2e-08,fr
óá,1,2e-08,fr
òí,1,2e-08,fr
îä,1,2e-08,fr
íò,1,2e-08,fr
òå,1,2e-08,fr
åð,1,2e-08,fr
gð,1,2e-08,fr
àì,1,2e-08,fr
ìê,1,2e-08,fr
àõ,1,2e-08,fr
õî,1,2e-08,fr
èå,1,2e-08,fr
áþ,1,2e-08,fr
þä,1,2e-08,fr
üø,1,2e-08,fr
øå,1,2e-08,fr
åá,1,2e-08,fr
áó,1,2e-08,fr
óä,1,2e-08,fr
òñ,1,2e-08,fr
óæ,1,2e-08,fr
æà,1,2e-08,fr
òü,1,2e-08,fr
üí,1,2e-08,fr
ìÿ,1,2e-08,fr
ÿí,1,2e-08,fr
âí,1,2e-08,fr
êð,1,2e-08,fr
ðè,1,2e-08,fr
èñ,1,2e-08,fr
uĺ,1,2e-08,fr
ĺs,1,2e-08,fr
gɛ,1,2e-08,fr
ɛk,1,2e-08,fr
vự,1,2e-08,fr
ực,1,2e-08,fr
ưở,1,2e-08,fr
ởn,1,2e-08,fr
ėž,1,2e-08,fr
ųa,1,2e-08,fr
yš,1,2e-08,fr
ųp,1,2e-08,fr
éª,1,2e-08,fr
pš,1,2e-08,fr
ůp,1,2e-08,fr
nů,1,2e-08,fr
oʇ,1,2e-08,fr
ʇu,1,2e-08,fr
uɐ,1,2e-08,fr
ɐɟ,1,2e-08,fr
ɟu,1,2e-08,fr
sǝ,1,2e-08,fr
ǝɾ,1,2e-08,fr
ɾq,1,2e-08,fr
éü,1,2e-08,fr
éñ,1,2e-08,fr
tñ,1,2e-08,fr
ñq,1,2e-08,fr
ëé,1,2e-08,fr
ëï,1,2e-08,fr
ôð,1,2e-08,fr
dă,1,2e-08,fr
bɛ,1,2e-08,fr
tə,1,2e-08,fr
nʌ,1,2e-08,fr
ʌɪ,1,2e-08,fr
ɪt,1,2e-08,fr
sď,1,2e-08,fr
ďœ,1,2e-08,fr
ýb,1,2e-08,fr
ôï,1,2e-08,fr
ýú,1,2e-08,fr
úč,1,2e-08,fr
ěz,1,2e-08,fr
ìo,1,2e-08,fr
úy,1,2e-08,fr
čj,1,2e-08,fr
lõ,1,2e-08,fr
eľ,1,2e-08,fr
ľl,1,2e-08,fr
ōv,1,2e-08,fr
ūz,1,2e-08,fr
zō,1,2e-08,fr
ūî,1,2e-08,fr
ōq,1,2e-08,fr
čq,1,2e-08,fr
wł,1,2e-08,fr
jḥ,1,2e-08,fr
øq,1,2e-08,fr
lț,1,2e-08,fr
uș,1,2e-08,fr
șr,1,2e-08,fr
iｆ,1,2e-08,fr
ｆd,1,2e-08,fr
pő,1,2e-08,fr
lś,1,2e-08,fr
yḍ,1,2e-08,fr
ḍā,1,2e-08,fr
iʀ,1,2e-08,fr
vë,1,2e-08,fr
œq,1,2e-08,fr
çù,1,2e-08,fr
iꞩ,1,2e-08,fr
ꞩꞩ,1,2e-08,fr
ꞩi,1,2e-08,fr
lɗ,1,2e-08,fr
ɗɨ,1,2e-08,fr
ɨj,1,2e-08,fr
jɨ,1,2e-08,fr
ɨm,1,2e-08,fr
mẽ,1,2e-08,fr
ẽm,1,2e-08,fr
đạ,1,2e-08,fr
ạā,1,2e-08,fr
òu,1,2e-08,fr
ýj,1,2e-08,fr
şç,1,2e-08,fr
ćt,1,2e-08,fr
ƒk,1,2e-08,fr
éå,1,2e-08,fr
vɛ,1,2e-08,fr
ʀs,1,2e-08,fr
jɔ,1,2e-08,fr
ɔi,1,2e-08,fr
ăi,1,2e-08,fr
tś,1,2e-08,fr
ｅm,1,2e-08,fr
ｅh,1,2e-08,fr
lʤ,1,2e-08,fr
ʤi,1,2e-08,fr
ŕc,1,2e-08,fr
îy,1,2e-08,fr
îi,1,2e-08,fr
jû,1,2e-08,fr
źb,1,2e-08,fr
čí,1,2e-08,fr
pė,1,2e-08,fr
ėd,1,2e-08,fr
éř,1,2e-08,fr
ìa,1,2e-08,fr
gʀ,1,2e-08,fr
øz,1,2e-08,fr
ýn,1,2e-08,fr
sģ,1,2e-08,fr
ģe,1,2e-08,fr
iņ,1,2e-08,fr
ņš,1,2e-08,fr
lū,1,2e-08,fr
iā,1,2e-08,fr
cī,1,2e-08,fr
ìt,1,2e-08,fr
ɔɲ,1,2e-08,fr
ɲi,1,2e-08,fr
ųb,1,2e-08,fr
sē,1,2e-08,fr
šī,1,2e-08,fr
īš,1,2e-08,fr
sṭ,1,2e-08,fr
iḫ,1,2e-08,fr
ḫu,1,2e-08,fr
uḫ,1,2e-08,fr
ḫa,1,2e-08,fr
āš,1,2e-08,fr
ęf,1,2e-08,fr
wś,1,2e-08,fr
ÿp,1,2e-08,fr
ìk,1,2e-08,fr
hï,1,2e-08,fr
ćf,1,2e-08,fr
āf,1,2e-08,fr
īq,1,2e-08,fr
āi,1,2e-08,fr
mḵ,1,2e-08,fr
ḵh,1,2e-08,fr
xṭ,1,2e-08,fr
ṭa,1,2e-08,fr
īḳ,1,2e-08,fr
ḳa,1,2e-08,fr
sḳ,1,2e-08,fr
ḳā,1,2e-08,fr
aḳ,1,2e-08,fr
ḳs,1,2e-08,fr
òe,1,2e-08,fr
şî,1,2e-08,fr
áw,1,2e-08,fr
rñ,1,2e-08,fr
êï,1,2e-08,fr
ǿm,1,2e-08,fr
nǿ,1,2e-08,fr
ǿn,1,2e-08,fr
àù,1,2e-08,fr
dʰ,1,2e-08,fr
ʰi,1,2e-08,fr
nų,1,2e-08,fr
eź,1,2e-08,fr
śm,1,2e-08,fr
ęi,1,2e-08,fr
ěj,1,2e-08,fr
yř,1,2e-08,fr
žá,1,2e-08,fr
gử,1,2e-08,fr
ửi,1,2e-08,fr
ỹp,1,2e-08,fr
bì,1,2e-08,fr
độ,1,2e-08,fr
lậ,1,2e-08,fr
mặ,1,2e-08,fr
ặc,1,2e-08,fr
ñk,1,2e-08,fr
őe,1,2e-08,fr
űa,1,2e-08,fr
űt,1,2e-08,fr
yű,1,2e-08,fr
űg,1,2e-08,fr
őd,1,2e-08,fr
eű,1,2e-08,fr
űr,1,2e-08,fr
dɛ,1,2e-08,fr
ėv,1,2e-08,fr
ïø,1,2e-08,fr
kë,1,2e-08,fr
ﬁb,1,2e-08,fr
æo,1,2e-08,fr
uä,1,2e-08,fr
vő,1,2e-08,fr
yż,1,2e-08,fr
żw,1,2e-08,fr
zœ,1,2e-08,fr
bɑ,1,2e-08,fr
ɑz,1,2e-08,fr
zæ,1,2e-08,fr
êi,1,2e-08,fr
ńz,1,2e-08,fr
êè,1,2e-08,fr
öi,1,2e-08,fr
şc,1,2e-08,fr
aｍ,1,2e-08,fr
ｒｍ,1,2e-08,fr
ｒｆ,1,2e-08,fr
ｆｃ,1,2e-08,fr
ｈｆ,1,2e-08,fr
ｆｏ,1,2e-08,fr
ｏｍ,1,2e-08,fr
ｍｍ,1,2e-08,fr
ｍｉ,1,2e-08,fr
ｒｈ,1,2e-08,fr
ｈｍ,1,2e-08,fr
ōz,1,2e-08,fr
pı,1,2e-08,fr
uⅽ,1,2e-08,fr
ⅼⅵ,1,2e-08,fr
ⅵs,1,2e-08,fr
tⅽ,1,2e-08,fr
ⅼⅶ,1,2e-08,fr
ⅶo,1,2e-08,fr
nⅱ,1,2e-08,fr
ⅱr,1,2e-08,fr
ựv,1,2e-08,fr
vệ,1,2e-08,fr
ệl,1,2e-08,fr
uẩ,1,2e-08,fr
ẩn,1,2e-08,fr
àō,1,2e-08,fr
oↂ,1,2e-08,fr
ↂc,1,2e-08,fr
oō,1,2e-08,fr
ºↂ,1,2e-08,fr
ↂo,1,2e-08,fr
oò,1,2e-08,fr
ęh,1,2e-08,fr
ćr,1,2e-08,fr
łs,1,2e-08,fr
ęp,1,2e-08,fr
ęć,1,2e-08,fr
ąp,1,2e-08,fr
żs,1,2e-08,fr
ćż,1,2e-08,fr
żl,1,2e-08,fr
żo,1,2e-08,fr
yć,1,2e-08,fr
ną,1,2e-08,fr
nę,1,2e-08,fr
ąz,1,2e-08,fr
lę,1,2e-08,fr
ęd,1,2e-08,fr
yù,1,2e-08,fr
wì,1,2e-08,fr
ƒì,1,2e-08,fr
ìë,1,2e-08,fr
ëí,1,2e-08,fr
šœ,1,2e-08,fr
œí,1,2e-08,fr
íë,1,2e-08,fr
ƒr,1,2e-08,fr
âë,1,2e-08,fr
ëã,1,2e-08,fr
ýž,1,2e-08,fr
sż,1,2e-08,fr
ćv,1,2e-08,fr
hš,1,2e-08,fr
wø,1,2e-08,fr
uð,1,2e-08,fr
ðp,1,2e-08,fr
ﬁo,1,2e-08,fr
aﬀ,1,2e-08,fr
ﬀa,1,2e-08,fr
eﬂ,1,2e-08,fr
ﬃs,1,2e-08,fr
ﬃt,1,2e-08,fr
uﬂ,1,2e-08,fr
uù,1,2e-08,fr
đồ,1,2e-08,fr
ồi,1,2e-08,fr
cũ,1,2e-08,fr
ũn,1,2e-08,fr
vũ,1,2e-08,fr
ũt,1,2e-08,fr
ậu,1,2e-08,fr
hụ,1,2e-08,fr
ụn,1,2e-08,fr
nữ,1,2e-08,fr
ữv,1,2e-08,fr
bị,1,2e-08,fr
ện,1,2e-08,fr
tđ,1,2e-08,fr
đê,1,2e-08,fr
ćl,1,2e-08,fr
ɛʁ,1,2e-08,fr
aɛ,1,2e-08,fr
hì,1,2e-08,fr
hả,1,2e-08,fr
xõ,1,2e-08,fr
śi,1,2e-08,fr
śū,1,2e-08,fr
ïû,1,2e-08,fr
úò,1,2e-08,fr
æù,1,2e-08,fr
åû,1,2e-08,fr
ûâ,1,2e-08,fr
âö,1,2e-08,fr
éó,1,2e-08,fr
vó,1,2e-08,fr
nž,1,2e-08,fr
kʃ,1,2e-08,fr
xá,1,2e-08,fr
aø,1,2e-08,fr
āp,1,2e-08,fr
nū,1,2e-08,fr
āv,1,2e-08,fr
qā,1,2e-08,fr
īc,1,2e-08,fr
ḥṭ,1,2e-08,fr
ūb,1,2e-08,fr
īi,1,2e-08,fr
ḥā,1,2e-08,fr
ṣm,1,2e-08,fr
īy,1,2e-08,fr
rś,1,2e-08,fr
ṣy,1,2e-08,fr
eṛ,1,2e-08,fr
ṛg,1,2e-08,fr
āḷ,1,2e-08,fr
ḷa,1,2e-08,fr
tī,1,2e-08,fr
eᴗ,1,2e-08,fr
ᴗo,1,2e-08,fr
öu,1,2e-08,fr
ğr,1,2e-08,fr
ÿd,1,2e-08,fr
ÿw,1,2e-08,fr
iü,1,2e-08,fr
ñé,1,2e-08,fr
ôw,1,2e-08,fr
üo,1,2e-08,fr
hž,1,2e-08,fr
hɔ,1,2e-08,fr
pɔ,1,2e-08,fr
mò,1,2e-08,fr
jă,1,2e-08,fr
úk,1,2e-08,fr
ıp,1,2e-08,fr
şb,1,2e-08,fr
şq,1,2e-08,fr
mč,1,2e-08,fr
iÿ,1,2e-08,fr
żt,1,2e-08,fr
øé,1,2e-08,fr
àå,1,2e-08,fr
îj,1,2e-08,fr
ãÿ,1,2e-08,fr
ÿb,1,2e-08,fr
ºy,1,2e-08,fr
ëy,1,2e-08,fr
ướ,1,2e-08,fr
ớc,1,2e-08,fr
ïó,1,2e-08,fr
üğ,1,2e-08,fr
ğü,1,2e-08,fr
gş,1,2e-08,fr
ıv,1,2e-08,fr
öä,1,2e-08,fr
zů,1,2e-08,fr
ůs,1,2e-08,fr
ąl,1,2e-08,fr
łw,1,2e-08,fr
ąś,1,2e-08,fr
ƒɽ,1,2e-08,fr
ɽɑ,1,2e-08,fr
ɑɲ,1,2e-08,fr
ɲƈ,1,2e-08,fr
ƈɛ,1,2e-08,fr
ɛa,1,2e-08,fr
cţ,1,2e-08,fr
ìª,1,2e-08,fr
ªj,1,2e-08,fr
źt,1,2e-08,fr
éú,1,2e-08,fr
úo,1,2e-08,fr
àô,1,2e-08,fr
sŏ,1,2e-08,fr
ŏn,1,2e-08,fr
ṭû,1,2e-08,fr
lṭ,1,2e-08,fr
ṭâ,1,2e-08,fr
ḥî,1,2e-08,fr
yᵐ,1,2e-08,fr
ᴰe,1,2e-08,fr
tᵐ,1,2e-08,fr
ᴰc,1,2e-08,fr
śą,1,2e-08,fr
ńę,1,2e-08,fr
ęv,1,2e-08,fr
ïö,1,2e-08,fr
öņ,1,2e-08,fr
ņf,1,2e-08,fr
nķ,1,2e-08,fr
ķħ,1,2e-08,fr
ħå,1,2e-08,fr
åō,1,2e-08,fr
ōũ,1,2e-08,fr
ũł,1,2e-08,fr
łā,1,2e-08,fr
āă,1,2e-08,fr
ăś,1,2e-08,fr
śń,1,2e-08,fr
ńđ,1,2e-08,fr
đǿ,1,2e-08,fr
ǿŋ,1,2e-08,fr
ŋť,1,2e-08,fr
ťƒ,1,2e-08,fr
ƒő,1,2e-08,fr
őř,1,2e-08,fr
řĝ,1,2e-08,fr
ĝę,1,2e-08,fr
ęť,1,2e-08,fr
ťŷ,1,2e-08,fr
ŷő,1,2e-08,fr
őũ,1,2e-08,fr
ũř,1,2e-08,fr
řĉ,1,2e-08,fr
ĉő,1,2e-08,fr
őm,1,2e-08,fr
mş,1,2e-08,fr
şp,1,2e-08,fr
ığ,1,2e-08,fr
rſ,1,2e-08,fr
ſé,1,2e-08,fr
aſ,1,2e-08,fr
ſy,1,2e-08,fr
yſ,1,2e-08,fr
ſc,1,2e-08,fr
ûx,1,2e-08,fr
æu,1,2e-08,fr
lů,1,2e-08,fr
śs,1,2e-08,fr
áé,1,2e-08,fr
kÿ,1,2e-08,fr
ÿì,1,2e-08,fr
èõ,1,2e-08,fr
õx,1,2e-08,fr
bđ,1,2e-08,fr
đắ,1,2e-08,fr
lắ,1,2e-08,fr
hī,1,2e-08,fr
on,1665699,0.01783829,it
er,1589641,0.01702377,it
re,1376242,0.01473844,it
in,1300500,0.01392731,it
en,1253765,0.01342681,it
al,1239494,0.01327398,it
di,1214915,0.01301076,it
co,1203221,0.01288553,it
an,1161224,0.01243577,it
to,1155696,0.01237657,it
ri,1127073,0.01207005,it
el,1126145,0.01206011,it
at,1097299,0.01175119,it
es,1089601,0.01166875,it
ti,1087274,0.01164383,it
te,1086509,0.01163564,it
ar,1084991,0.01161938,it
la,1064231,0.01139706,it
ta,1058416,0.01133478,it
nt,1050553,0.01125058,it
io,1044038,0.01118081,it
ia,1034907,0.01108302,it
ra,995601,0.01066209,it
or,965652,0.01034136,it
ic,964300,0.01032688,it
li,962114,0.01030347,it
le,918745,0.00983902,it
de,915183,0.00980088,it
ne,911995,0.00976673,it
